1.788654548004186884e+00,1.638240611705898298e+00
1.585414009246036260e+00,1.482593346116040767e+00
1.791781640759945615e+00,1.217157982731149612e+00
8.230316979981803227e-01,1.950652537096473349e+00
1.640516813903605486e+00,1.268045471373607347e+00
1.645029931099314835e+00,1.294125340008217773e+00
9.377755137447071343e-01,1.336125000923416906e+00
1.203814363272473376e+00,1.521643300198554316e+00
1.500471130844655887e+00,1.463667901984862185e+00
1.474033069137993701e+00,1.468540524925833424e+00
1.638462893666216447e+00,1.602518654492333328e+00
2.092246901662084380e+00,1.739134312331152232e+00
1.599119633597203771e+00,1.494485955974807156e+00
1.044213631981743218e+00,1.405792360894907223e+00
1.878235497395419840e+00,9.685954616195296962e-01
1.360056352225733400e+00,1.481622629471284203e+00
1.395761527236217825e+00,1.557805020023078413e+00
1.740989293768217649e+00,1.656190807821348532e+00
1.229873109853051982e+00,9.583117098317326388e-01
1.514830277479012555e+00,1.664803686840351293e+00
1.531030486128413637e+00,1.293859303236471137e+00
7.789770300674812020e-01,3.864675365946156904e-01
1.205837814356947479e+00,1.648306535511288917e+00
1.512626652032880603e+00,1.312494021903412023e+00
1.822780456921992531e+00,1.984275564937348912e+00
1.220422278008023831e+00,1.419174766307236490e+00
1.255092685907003958e+00,1.036814047154198448e+00
1.361277018818093376e+00,1.559475134866584956e+00
1.716793314723304320e+00,1.586237430977777363e+00
1.917531292240526541e+00,1.922294455271432723e+00
1.626656293838306899e+00,1.403323273167558449e+00
1.695574923358949659e+00,1.441838132000861084e+00
1.510749017679140493e+00,1.498081713761509448e+00
1.374320518231959332e+00,1.860039111675140244e+00
1.855434036636777195e+00,1.241759652191218644e+00
1.148097362858820913e+00,8.694282972546636401e-01
1.368144474879567918e+00,1.710640509049877966e+00
1.460024096762241985e+00,1.011028093057487531e+00
1.169884806606123151e+00,1.943136157243012141e+00
1.555600005751873738e+00,1.464476017178140133e+00
1.085281589284995407e+00,1.104420704114247531e+00
1.847017692317828752e+00,1.635963303315039141e+00
1.846470441841338239e+00,2.190221962397004063e+00
